FID, PD , LPI , ED , LSI , CONTAG , SHDI , SHEI , AI
84,143.5546,64.2857,181.5461,2,11.4844,0.6406,0.9241,73.8724
85,50.51,58.3333,227.4929,4.4762,5.8047,0.6693,0.9656,65.9119
86,20.9392,53.2959,136.8852,3.6667,13.6161,0.6857,0.9892,80.2917
87,26.9165,77.6562,117.5511,3.1961,32.3532,0.5131,0.7403,82.8625
88,28.7109,93.3333,50.8329,1.4091,66.877,0.2449,0.3534,93.637
89,57.4219,88.3333,62.1291,1.3438,53.8223,0.3602,0.5197,93.2005
90,38.2812,80.8333,141.2025,2.1364,31.2993,0.4886,0.7049,79.3351
91,35.3365,81.5385,126.1699,2.6622,34.6696,0.4783,0.6901,81.2268
92,39.2628,74.7863,159.3054,2.7742,24.3253,0.5453,0.7867,76.3378
93,91.875,92,40.6663,1.15,64.8618,0.2788,0.4022,100
94,29.3635,71.1648,166.5548,4.2037,19.1282,0.5914,0.8533,75.4238
95,54.6875,96.8254,37.654,1.2188,79.7495,0.1408,0.2031,94.0851
96,11.2262,68.2307,158.0143,4.7266,16.9495,0.6229,0.8986,76.8386
97,52.2017,71.8182,206.4124,2.5952,14.9385,0.5947,0.8579,68.9299
98,46.875,85.7143,48.4123,1.25,52.0202,0.4101,0.5917,97.007
99,49.131,73.7968,204.7814,3.0179,17.5224,0.5752,0.8298,68.9394
100,33.7776,96.5686,38.2077,1.3966,78.4445,0.1494,0.2156,94.5162
101,9.9432,99.5671,4.4011,1.0806,96.3162,0.0279,0.0402,99.1029
102,32.32,80.863,115.7172,3.0851,34.8416,0.4882,0.7043,82.4809
103,66.0021,41.7625,158.4065,3,9.3058,0.6928,0.9995,76.2107
104,33.7776,71.4286,123.8785,2.4032,23.0025,0.5983,0.8631,82.7679
105,77.9803,82.0988,133.8809,2.2692,34.5494,0.4699,0.6779,79.878
106,41.0156,100,0,1,0,0,0,100
107,76.5625,94.4444,71.5426,1.5,68.5572,0.2146,0.3095,88.8153
108,6.9602,100,0,1,0,0,0,100
109,63.8021,93.3333,67.7772,1.4737,64.7711,0.2449,0.3534,90.2269
110,63.8021,72.2222,84.7215,1.4583,27.9811,0.5908,0.8524,92.2035
111,34.5818,67.8571,167.5445,5.6447,17.2353,0.6112,0.8818,75.3343
112,13.511,99.2157,9.3028,1.1094,93.5759,0.0458,0.0661,98.5877
113,38.2812,77.5,132.7303,2.0682,27.5976,0.5332,0.7692,81.4132
114,20.3865,98.2249,16.0419,1.1538,88.0038,0.0892,0.1286,98.1494
115,58.0019,88.8889,85.5773,1.625,51.9085,0.3488,0.5033,87.8462
116,27.2357,91.8314,57.5972,2.1518,62.742,0.2829,0.4081,91.6914
117,26.5395,85.8543,77.602,3.1513,49.6151,0.3921,0.5658,88.7858
118,32.6936,69.5652,161.9005,6.2443,18.2476,0.6075,0.8764,76.1719
119,36.1902,84.4538,106.7918,2.7955,41.5075,0.4321,0.6233,84.045
120,62.5,76.8707,175.2064,2.64,23.0461,0.5408,0.7803,72.5004
121,65.625,97.1429,38.7298,1.1667,79.8445,0.1297,0.1872,93.6735
122,23.9258,95.9375,43.4198,1.9919,75.9525,0.1699,0.2452,93.5805
123,33.9774,86.0947,108.2831,2.5135,44.0971,0.4032,0.5818,83.8692
124,39.2628,74.359,133.2372,2.0455,27.7463,0.5297,0.7642,81.4313
125,25.5208,100,0,1,0,0,0,100
126,109.375,78.5714,161.3743,1.7692,24.8901,0.5196,0.7496,76.5212
127,17.4006,98.4848,20.5385,1.1739,88.2533,0.0785,0.1133,96.8227
128,41.4713,93.8889,65.8945,1.9211,67.225,0.23,0.3318,90.1186
129,95.7031,79.1667,112.962,1.4,30.2448,0.5117,0.7383,87.6437
130,34.8011,96.9697,23.9616,1.175,82.1419,0.1358,0.1959,97.3573
131,64.7836,63.5897,232.8755,3.3929,7.0654,0.6528,0.9418,64.9998
132,43.7121,87.8893,91.8549,3.1441,49.9453,0.3668,0.5292,86.025
133,17.6683,99.2308,10.4273,1.087,93.2361,0.0451,0.0651,98.3863
134,76.5625,92.2222,86.6042,1.6053,60.5948,0.2733,0.3943,86.9208
135,33.2442,66.3158,172.1184,3.4744,13.6479,0.6371,0.9192,74.7966
136,39.4775,69.0625,183.7397,4.4216,15.1044,0.6148,0.8869,72.7481
137,34.3283,89.4022,85.1819,2.6818,53.6858,0.338,0.4877,87.4846
138,30.222,77.4854,83.7306,2.6321,36.604,0.5242,0.7562,88.1316
139,42.222,62.1324,148.2626,2.803,17.4048,0.624,0.9002,78.7814
140,54.6875,87.3016,53.7914,1.3125,53.6332,0.3806,0.5491,94.3525
141,41.0156,91.369,79.6786,2.0676,58.7535,0.2939,0.424,88.2747
142,28.7109,89.6875,58.246,1.7639,58.5781,0.3251,0.469,92.0288
143,43.0664,97.5,33.8886,1.2222,82.3396,0.1169,0.1687,94.6739
144,28.4972,94.7891,54.659,2.1404,71.0082,0.2047,0.2953,91.9065
145,76.5625,83.3333,112.962,1.4545,37.2559,0.4506,0.65,85
146,95.7031,81.6667,175.0911,1.9688,31.8881,0.4764,0.6873,71.7222
147,89.3229,77.7778,207.097,2.4474,23.2117,0.5297,0.7642,67.7886
148,19.2046,96.3211,32.8685,1.4429,78.3736,0.1576,0.2274,95.1945
149,76.5625,58.1818,174.5776,2.6346,8.8724,0.6776,0.9776,74.6514
150,74.5738,55.8442,198.0503,2.25,4.968,0.6863,0.9901,71.0575
151,50.7812,88.0952,86.4505,2.0714,50.8561,0.365,0.5266,87.3669
152,38.2812,84.3333,97.1473,2.2286,42.5992,0.4341,0.6263,85.9216
153,68.3594,53.5714,157.3399,2.0263,13.314,0.6444,0.9297,77.3103
154,42.4139,82.6705,115.5293,2.5789,39.3964,0.4429,0.6389,83.131
155,47.8515,97.9167,21.1804,1.1071,86.1497,0.1013,0.1461,96.6927
156,27.9619,81.3913,107.8542,2.9062,37.2112,0.4753,0.6858,84.4628
157,61.0107,86.25,119.6691,2.5694,43.5942,0.4004,0.5777,82.2563
158,63.8021,90.1235,92.0431,1.8846,53.905,0.3224,0.4651,86.0637
159,30.222,92.1053,57.9673,1.7429,63.2019,0.2762,0.3985,91.8175
160,64.9117,84.3478,138.5012,2.5806,38.2476,0.4339,0.6259,78.5531
161,114.8437,70,169.443,1.6818,14.0951,0.6109,0.8813,76.875
162,44.3256,60.3509,210.466,3.6029,7.4422,0.6635,0.9573,68.6941
163,53.833,80.4688,145.6151,2.2391,30.8092,0.4938,0.7125,77.8954
164,85.0694,69.1358,246.8429,2.6389,10.8774,0.618,0.8916,61.4659
165,40.1551,81.1189,142.1899,2.25,31.6602,0.4845,0.699,79.2434
166,36.5412,89.5455,90.8831,2.0167,52.7593,0.335,0.4832,86.5867
167,54.6875,89.5238,96.8246,2.0345,52.5201,0.3354,0.4839,85.7101
168,574.2186,100,0,1,0,0,0,100
169,17.4006,97.7273,30.8078,1.2609,83.7971,0.1085,0.1565,95.2321
170,31.7749,95.2569,46.8815,1.6094,73.3004,0.1909,0.2754,92.7743
171,78.125,55.7823,177.5117,2.66,8.837,0.6707,0.9677,72.9182
172,23.9258,95.8333,42.3607,1.4167,75.1322,0.1732,0.2499,93.8161
173,10.7666,98.4375,12.7082,1.1667,89.4729,0.0805,0.1161,98.5464
174,25.3332,90.4412,67.2788,1.8182,58.1251,0.3153,0.4549,90.5454
175,31.321,89.0909,80.1003,1.619,52.7107,0.3446,0.4972,89.063
176,14.6859,98.7212,15.6009,1.225,90.0411,0.0685,0.0988,97.7632
177,27.3437,98.2143,20.1718,1.1923,87.612,0.0896,0.1292,96.922
178,20.148,93.2749,38.6449,1.527,69.291,0.2465,0.3556,94.9056
179,63.0515,89.4118,102.3303,2.2031,52.0956,0.3378,0.4874,84.7571
180,10.9375,99.5238,6.455,1.069,95.5071,0.0302,0.0436,99.0121
181,39.7536,88.8462,105.576,2.3182,49.8952,0.3497,0.5045,83.5731
182,57.4219,67.5,237.2202,2.0769,8.9585,0.6306,0.9097,63.1072
183,55.0449,83.6601,129.2049,3.0581,38.3631,0.4417,0.6372,80.79
184,109.375,83.3333,104.8933,1.5,38.5335,0.4506,0.65,86.5661
185,73.6178,85.8974,121.6514,2.12,42.5373,0.4068,0.5869,82.0738
186,33.288,90.6832,77.8806,2.2614,57.2449,0.3098,0.447,88.6258
187,23.9258,98.9583,14.1202,1.2,91.2128,0.0579,0.0835,96.6299
188,72.309,77.4074,163.1673,2.9697,25.2791,0.5343,0.7708,75.7127
189,191.4062,70.8333,183.5632,1.65,14.5339,0.6036,0.8709,74.0833
190,16.9959,96.5116,31.166,1.75,79.4625,0.1513,0.2183,95.343
191,35.8887,98.4375,15.8853,1.0938,89.0926,0.0805,0.1161,97.5426
192,23.2008,85.8586,75.308,1.55,47.5683,0.4075,0.5879,90.7786
193,46.7882,86.6667,111.7069,2.3485,45.1063,0.3927,0.5665,83.4244
194,89.7217,92.1875,84.7215,1.5,60.1002,0.2742,0.3955,87.4234
195,22.0853,97.5962,21.1804,1.2241,84.764,0.1134,0.1636,97.2633
196,31.901,95.5556,39.5367,1.4259,74.9835,0.1818,0.2623,94.319
197,16.0621,99.3007,9.4793,1.0833,93.763,0.0417,0.0601,98.5368
198,65.939,49.2823,199.4401,3.1552,6.4108,0.6791,0.9797,70.4467
199,25.2404,98.3516,22.3441,1.2222,87.5076,0.084,0.1212,96.5688
200,74.4357,93.5185,81.5837,1.619,65.328,0.24,0.3463,87.3184
201,41.0156,98.2143,24.2061,1.1333,86.3043,0.0896,0.1292,96.1466
202,39.1513,48.8636,138.6352,1.9474,18.411,0.6165,0.8895,81.0341
203,47.1154,60,227.6619,3.3393,4.8821,0.673,0.971,65.9653
204,77.2987,66.3462,153.1504,2.119,16.7196,0.6172,0.8905,77.9947
205,72.5329,72.6316,200.9534,3.4853,16.7516,0.5869,0.8467,69.8449
206,44.0577,87.7238,99.6724,2.4375,48.3866,0.3724,0.5372,85.3682
207,54.6875,88.8889,91.4454,1.5312,50.8356,0.3488,0.5033,87.1134
208,31.582,94.3333,56.7634,2.4357,69.4612,0.2177,0.3141,91.5951
209,33.128,93.6538,59.9568,2,67.0515,0.2364,0.341,91.1993
210,46.9815,91.8182,75.4792,1.85,60.1648,0.2832,0.4086,88.6691
211,91.875,92,94.8881,1.7,59.2019,0.2788,0.4022,85.5073
212,55.6818,87.8788,86.2619,1.8077,50.2166,0.3693,0.5328,87.656
213,102.539,87.5,108.9276,1.6,46.4289,0.3768,0.5436,83.8542
214,37.517,39.2015,200.5024,4.4894,6.0911,0.6862,0.9899,70.3973
215,47.8515,91.6667,75.308,1.4706,58.7859,0.2868,0.4138,90.0518
216,34.0278,64.5679,174.8819,4.6667,15.0755,0.6239,0.9,74.2584
217,36.4583,49.8413,195.8008,3.5278,5.5983,0.6927,0.9994,71.1555
218,44.1707,94.2308,56.481,1.52,68.9964,0.2206,0.3182,91.8198
219,63.8021,97.2222,37.654,1.25,80.1836,0.1269,0.1831,92.1935
220,8.4444,99.2647,7.4754,1.0909,93.9717,0.0434,0.0627,99.4126
221,25.1341,95.6229,45.0707,1.8061,74.621,0.1797,0.2593,93.3696
222,45.5729,91.6667,79.3424,1.9531,59.577,0.2868,0.4138,88.0553
223,46.875,92.8571,63.9734,1.6607,63.919,0.2573,0.3712,90.8362
224,191.4062,91.6667,84.7215,1.2143,58.2861,0.2868,0.4138,85.5556
225,41.0156,95.2381,32.2749,1.2105,75.2363,0.1914,0.2762,95.607
226,127.6041,100,0,1,0,0,0,100
227,123.0468,82.1429,102.8761,1.5667,40.2556,0.4409,0.636,85.6696
228,45.9375,100,0,1,0,0,0,100
229,15.3637,96.99,27.2016,1.3714,81.4608,0.1351,0.1949,96.1815
230,38.6493,95.1923,55.3948,1.5862,72.073,0.1928,0.2782,91.7819
231,32.3153,92.4242,66.7503,2.0581,62.8223,0.2683,0.3871,90.2896
232,26.1008,92.1329,74.0573,2.3021,61.2359,0.2755,0.3975,89.066
233,10.4403,100,0,1,0,0,0,100
234,38.2812,92.5,67.7772,1.5455,62.4175,0.2664,0.3843,90.5375
235,25.5208,98.5185,17.5719,1.1458,89.0725,0.0771,0.1112,97.2972
236,28.7109,97.5,12.7082,1.0833,86.1733,0.1169,0.1687,100
237,26.9165,87.5,58.246,1.6875,54.5914,0.3691,0.5325,92.3912
238,34.8011,78.7879,114.6735,2.1552,31.831,0.5168,0.7455,83.4959
239,53.1684,86.1111,112.962,1.8571,42.9643,0.4029,0.5813,83.7182
240,33.128,98.0769,19.5511,1.1429,87.2528,0.095,0.1371,97.005
241,26.1008,92.0455,53.9137,1.3684,63.2324,0.2777,0.4006,93.1818
242,127.6041,91.6667,94.135,1.5,58.9104,0.2868,0.4138,83.179
243,114.8437,80,146.8506,1.5909,28.1155,0.5004,0.7219,78.797
244,38.6493,95.1923,32.5852,1.3448,75.5383,0.1928,0.2782,95.6341
245,57.4219,97.5,16.9443,1.1538,85.9765,0.1169,0.1687,96
246,20.8807,99.0909,12.3231,1.0952,92.2119,0.0518,0.0747,98.0849
247,63.8021,75,207.097,1.9167,16.9641,0.5623,0.8113,68.314
248,85.0694,88.8889,100.4107,1.5333,50.4961,0.3488,0.5033,84.4754
249,56.2172,91.6084,75.8346,1.6667,60.0904,0.2882,0.4158,88.6
250,61.5234,91.0714,84.7215,1.4667,57.773,0.3009,0.4341,87.6232
251,95.7031,81.4815,172.5808,2.3095,31.2884,0.4792,0.6913,73.2857
252,61.5234,96.4286,36.3092,1.2,79.0546,0.1541,0.2223,94.3548
253,24.5151,92.1182,58.4286,2.05,63.3854,0.2759,0.398,91.5266
254,34.5766,93.7634,49.5575,1.8182,69.3123,0.2276,0.3283,92.5049
255,31.901,84.596,104.4043,2.525,42.1786,0.4297,0.6199,84.7789
256,21.2674,99.0741,9.4135,1.0714,92.9637,0.0526,0.0758,98.5607
257,27.8409,94.5455,57.5079,1.5385,69.3184,0.2117,0.3054,91.4222
258,85.0694,81.4815,87.8593,1.4667,38.3754,0.4792,0.6913,89.8976
259,49.2187,84.2857,96.8246,1.5882,41.186,0.4349,0.6274,87.7675
260,78.3025,50,261.8664,2.7895,0.7126,0.6929,0.9996,60.1218
261,28.4736,74.3802,86.822,1.7045,32.9234,0.5507,0.7945,89.5225
262,43.5014,95.4545,43.6444,1.3696,74.7228,0.1849,0.2668,93.6029
263,78.3025,87.5,84.7215,1.5789,49.134,0.3768,0.5436,88.3762
264,114.8437,60,124.2582,1.5,13.4475,0.673,0.971,86.0131
265,26.9165,71.875,100.6068,2.425,36.0176,0.4975,0.7177,85.7476
266,36.2664,93.4211,67.7772,1.9744,65.5659,0.2426,0.35,89.8966
267,28.9522,95.7983,50.3108,1.6974,74.8483,0.1743,0.2515,92.3306
268,52.8886,77.6316,163.8692,3.1,25.9942,0.5274,0.7609,75.6254
269,43.75,87.8571,118.6101,2.7927,47.1797,0.3698,0.5335,82.2829
270,53.1684,49.0741,219.6483,2.6667,4.4543,0.6792,0.9799,67.1312
271,75.9297,90.0826,92.4235,1.75,54.1955,0.3233,0.4664,86.1404
272,20.4167,97.1111,28.617,1.4419,81.8741,0.1309,0.1888,95.8126
273,38.2812,96.6667,33.8886,1.2727,79.4582,0.1461,0.2108,95.1984
274,18.2292,96.8254,32.2749,1.2609,79.8497,0.1408,0.2031,95.784
275,172.2656,90,84.7215,1.2778,57.2537,0.3251,0.469,86.6667
276,32.8125,97.1429,19.3649,1.1905,83.6461,0.1297,0.1872,97.5098
277,11.9629,99.4792,7.0601,1.0714,95.1473,0.0326,0.047,98.9171
278,34.0278,92.8395,66.1037,1.9878,63.8851,0.2578,0.3719,90.0909
279,25.9046,89.0977,71.3444,1.8485,54.5524,0.3445,0.497,89.9612
280,31.5505,95.6044,48.4123,1.4815,73.7715,0.1803,0.2601,93.0512
281,61.5234,94.6429,54.4638,1.3,69.7114,0.2089,0.3014,93.1613
282,41.4871,84.4007,110.1797,2.98,41.7365,0.4274,0.6166,83.833
283,53.7446,73.1527,197.8226,3.939,17.6161,0.5817,0.8393,70.1015
284,34.8011,94.4444,37.654,1.3793,72.2375,0.2146,0.3095,94.9508
285,164.0625,75,157.3399,1.5909,21.2725,0.5623,0.8113,78.125
286,8.7003,100,0,1,0,0,0,100
287,37.5306,87.5817,95.2425,1.9,48.0072,0.3752,0.5413,86.1082
288,49.2187,65.7143,167.0224,3.0294,17.7218,0.6015,0.8678,75.4188
289,47.8515,78.9062,149.1451,3.1125,28.5969,0.5152,0.7433,77.8203
290,63.8021,37.5,122.3755,1.8235,16.8407,0.6541,0.9436,84.0673
291,26.5842,82.8704,51.7742,1.55,51.5431,0.4195,0.6052,93.8939
292,48.1862,93.7063,61.6156,1.5417,66.8801,0.235,0.339,91.0553
293,24.6094,95.9524,39.5367,1.6463,76.2537,0.1695,0.2445,94.1484
294,10.2539,99.5536,4.5387,1.05,96.2227,0.0286,0.0413,99.3143
295,52.2017,96.9697,30.8078,1.1765,81.5739,0.1358,0.1959,94.3723
296,31.1793,91.4027,75.1376,1.8167,59.0276,0.2931,0.4229,89.1104
297,127.6041,100,0,1,0,0,0,100
298,71.7773,100,0,1,0,0,0,100
299,22.3307,97.5,22.5924,1.3158,84.3267,0.1169,0.1687,96.8035
300,25.5208,100,0,1,0,0,0,100
301,47.8515,91.6667,70.6012,1.4412,59.9194,0.2868,0.4138,90.4555
302,36.0294,81.1765,128.9096,2.5156,33.5179,0.4837,0.6978,81.1749
303,30.222,94.4079,57.9673,1.7429,69.084,0.2156,0.311,91.477
304,53.0048,60,203.3316,2.6957,6.5497,0.673,0.971,69.9218
305,71.7773,89.5833,91.7816,1.4643,51.7119,0.3341,0.4821,88.3681
306,183.7499,88,121.999,1.45,49.3985,0.3669,0.5294,80.2353
307,98.4375,88.5714,106.507,1.6471,50.0554,0.3554,0.5127,83.4762
308,33.7776,97.0588,35.5973,1.4032,80.6867,0.1327,0.1914,94.7241
309,66.256,89.1026,104.2726,1.96,50.6878,0.3444,0.4968,84.5214
310,14.7236,99.359,8.6894,1.08,94.2085,0.0388,0.0559,98.6617
311,46.4954,90.2834,67.2284,1.7656,57.6815,0.3188,0.4599,90.3671
312,35.8887,100,0,1,0,0,0,100
313,24.1776,91.3158,69.5608,2,59.6826,0.2952,0.4258,90.0466
314,52.8886,93.4211,70.2297,1.9,65.3368,0.2426,0.35,89.446
315,44.0577,86.1893,119.6068,3.4821,43.6241,0.4015,0.5793,82.1689
316,43.0664,97.5,33.8886,1.3889,82.1811,0.1169,0.1687,92.5543
317,153.125,83.3333,169.443,1.6818,32.0945,0.4506,0.65,73.3333
318,20.5078,95.5357,33.2834,1.527,76.0444,0.1824,0.2632,94.9302
319,39.1513,96.5909,26.9568,1.1842,80.3556,0.1487,0.2145,97.0161
320,52.2017,89.0909,89.3427,1.6905,51.769,0.3446,0.4972,87.1378
321,42.5347,91.358,69.0323,1.6731,59.6351,0.2942,0.4244,89.8531
322,40.4898,90.3846,82.5492,2.0833,55.929,0.3165,0.4567,87.6326
323,40.1551,68.1818,165.8882,3.1471,15.1731,0.6255,0.9024,75.2598
324,95.7031,72.7273,195.1162,2.6522,20.8671,0.5539,0.799,70.3509
325,55.6818,90.303,82.1542,1.7692,55.7239,0.3184,0.4593,87.9853
326,46.1426,87.5,89.2601,1.9833,49.8959,0.368,0.5309,87.2881
327,31.901,83.7121,94.135,3.0175,42.1464,0.4444,0.6412,86.031
328,47.8515,91.6667,60.0111,1.525,61.3932,0.2868,0.4138,90.5786
329,44.384,80.4348,118.692,2.7683,35.4731,0.4804,0.693,82.6409
330,13.0504,95.4545,26.9568,1.2593,77.0054,0.1849,0.2668,96.6422
331,23.4974,94.3734,39.0022,1.5625,71.9854,0.2166,0.3124,94.591
332,33.7776,96.0784,36.5465,1.3793,77.2246,0.1654,0.2387,94.6154
333,46.0526,84.7118,129.9488,2.9125,39.6638,0.4277,0.617,80.6825
334,38.836,37.1981,201.367,3.2241,6.9175,0.6714,0.9686,69.5737
335,37.449,44.2029,175.5822,3.1324,7.8859,0.6887,0.9936,74.2055
336,53.333,91.3313,79.7379,2.0556,58.9457,0.2948,0.4253,88.2124
337,47.1154,84.6154,135.5544,2.3929,38.4903,0.4293,0.6194,79.7612
338,191.4062,83.3333,141.2025,1.3571,31.5025,0.4506,0.65,87.1795
339,153.125,93.3333,67.7772,1.1875,64.7085,0.2449,0.3534,88.6667
340,48.2344,77.8,146.3987,3.4,27.6479,0.5269,0.7602,78.4351
341,102.539,87.5,102.8761,1.5667,47.2091,0.3768,0.5436,84.8958
342,72.6284,83.3992,150.0207,2.8125,35.5879,0.4495,0.6485,77.0966
343,54.6875,97.619,24.2061,1.1154,84.5507,0.1125,0.1623,96.2043
344,25.5208,95.5556,47.6951,1.3958,74.2257,0.1818,0.2623,92.5309
345,17.6295,96.2719,35.6722,1.5581,77.8968,0.1592,0.2297,94.8502
346,95.7031,88.8889,112.962,1.5,48.9049,0.3488,0.5033,83.1197
347,35.8887,81.5972,108.2552,2.3529,36.7868,0.4774,0.6888,84.4924
